77.- Constraining stellar and orbital co-evolution through ensemble seismology of solar-like oscillators in binary systems. A census of oscillating red giants and dwarf stars in Gaia DR3 binaries
80.- Cosmology and fundamental physics with the ELT-ANDES spectrograph
87.- Feeding and feedback processes in the Spiderweb proto-intracluster medium
136.- XMM-Newton-discovered Fast X-ray Transients: host
161.- Evidence for Evolved Stellar Binary Mergers in Observed B-type Blue Supergiants
173.- Metallofullerenes as potential candidates for the explanation of astrophysical phenomena
314.- Gliese 12 b, a temperate Earth-sized planet at 12 parsecs discovered with TESS and CHEOPS
315.- Gliese 12 b: A Temperate Earth-sized Planet at 12 pc Ideal for Atmospheric Transmission Spectroscopy
356.- A test of the radial acceleration relation for ultra-diffuse galaxies: the case of AGC 114905 and Nube
380.- Detection of an Earth-sized exoplanet orbiting the nearby ultracool dwarf star SPECULOOS- 3
430.- A hot-Jupiter progenitor on a super-eccentric retrograde orbit
448.- Inhomogeneous terminators on the exoplanet WASP-39 b
549.- A sub-Earth-mass planet orbiting Barnard's star
556.- Constraints on the in situ and ex situ stellar masses in nearby galaxies obtained with artificial intelligence
596.- The miniJPAS survey: Detection of double-core blue supergiants in the A851 galaxy cluster
655.- Hints of auroral and magnetospheric polarized radio emission from the scallop-shell star 2MASS J05082729−2101444
727.- Fullerene formation in the planetary nebula IC 418
1.- Properties of Cosmic Deuterons Measured by the Alpha Magnetic Spectrometer
6.- A new step forward in realistic cluster lens mass modelling: analysis of Hubble Frontier Field Cluster Abell S1063 from joint lensing, X-ray, and galaxy kinematics data
14.- Constraints on redshifts of blazars from extragalactic background light attenuation using Fermi-LAT data
33.- MAGIC detection of GRB 201216C at z = 1.1
40.- New Mass and Radius Constraints on the LHS 1140 Planets: LHS 1140 b Is either a Temperate Mini-Neptune or a Water World
56.- The Galaxy Activity, Torus, and Outflow Survey (GATOS). III. Revealing the inner icy structure in local active galactic nuclei
96.- MANCHA3D Code: Multipurpose Advanced Nonideal MHD Code for High-Resolution Simulations in Astrophysics
111.- QUIJOTE Scientific Results - XVII. Studying the anomalous microwave emission in the Andromeda Galaxy with QUIJOTE-MFI
117.- Sulfur dioxide in the mid-infrared transmission spectrum of WASP-39b
132.- The three hundred project: mapping the matter distribution in galaxy clusters via deep learning from multiview simulated observations
145.- Characterizing the ELG luminosity functions in the nearby Universe
172.- Measurement of D/H and 13C/12C ratios in methane ice on Eris and Makemake: Evidence for internal activity
